StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
SMJ10074,2,24cp Interaction Design Sub-major (Product Design) BDesign,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10074,Interaction Design,Interaction Design Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10075,1,Communication Sub-major,Active,SMJ,Sub-Major,24,0,0,0,G,Arts and Social Sciences,SMJ10075,Communication,Communication Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10030,AC,SM,,,,$NAP
SMJ10076,5,24cp Local Government Management sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10076,Local Government Management,Local Government Management,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10085,3,24cp Project Management,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10085,Project Management,Project Management,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10086,1,Business Analytics in Marketing sub-major,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10086,Business Analytics in Marketing,Business Analytics in Marketin,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10087,2,Sustainable Enterprise and Responsible Management sub-major,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10087,Sustainable Enterprise and Responsible Management,Sustainable Enterprise and Res,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10088,3,24cp Network Systems Software sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10088,Network Systems Software,Network Systems Software,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10089,1,Internet of Things (Systems and Devices),Active,SMJ,Sub-Major,24,0,0,0,DC,Electrical and Data Engineering,SMJ10089,Internet of Things (Systems and Devices),Internet of Things (Systems an,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10090,1,Internet of Things (Software),Active,SMJ,Sub-Major,24,0,0,0,DC,Electrical and Data Engineering,SMJ10090,Internet of Things (Software),Internet of Things (Software),,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10093,1,24cp Cyber Security sub-major,Active,SMJ,Sub-Major,24,0,0,0,DC,Electrical and Data Engineering,SMJ10093,Cyber Security,Cyber Security,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10094,1,24cp Cyber Security Engineering sub-major,Active,SMJ,Sub-Major,24,0,0,0,DC,Electrical and Data Engineering,SMJ10094,Cyber Security Engineering,Cyber Security Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10095,2,24cp Property Development sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10095,Property Development,Property Development,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10096,1,24cp Entrepreneurship and Innovation sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,TD School,SMJ10096,Entrepreneurship and Innovation,Entrepreneurship and Innovatio,,,NA,0,Not Applicable,Submajor,,,,,,10120,AC,SM,,,,$NAP
SMJ10096,1,24cp Entrepreneurship and Innovation sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,Transdisciplinary Innovation,SMJ10096,Entrepreneurship and Innovation,Entrepreneurship and Innovatio,,,NA,0,Not Applicable,Submajor,,,,,,10120,AC,SM,,,,$NAP
SMJ10097,2,24cp Creative Intelligence and Innovation sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,Transdisciplinary Innovation,SMJ10097,Creative Intelligence and Innovation,Creative Intelligence Inn smj,,,NA,0,Not Applicable,Submajor,,,,,,10120,AC,SM,,,,$NAP
SMJ10097,2,24cp Creative Intelligence and Innovation sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,TD School,SMJ10097,Creative Intelligence and Innovation,Creative Intelligence Inn smj,,,NA,0,Not Applicable,Submajor,,,,,,10120,AC,SM,,,,$NAP
SMJ10099,1,24cp Adaptive Leadership sub-major,Active,SMJ,Sub-Major,24,0,0,0,DP,Professional Practice and Leadership,SMJ10099,Adaptive Leadership,24cp Adaptive Leadership sub-m,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10100,1,24cp Quality Management sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10100,Quality Management,24cp Quality Management sub-ma,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10101,1,24cp Supply Chain Management sub-major,Active,SMJ,Sub-Major,24,0,0,0,DP,Professional Practice and Leadership,SMJ10101,Supply Chain Management,24cp Supply Chain Management,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10102,1,24cp Logistics sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10102,Logistics,24cp Logistics sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10103,1,24cp Project Leadership sub-major,Active,SMJ,Sub-Major,24,0,0,0,DP,Professional Practice and Leadership,SMJ10103,Project Leadership,24cp Project Leadership,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10104,1,24cp Biomedical Engineering sub-major,Active,SMJ,Sub-Major,24,0,0,0,DB,Biomedical Engineering,SMJ10104,Biomedical Engineering,24cp Biomedical Engineering su,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10105,1,24cp Systems Management sub-major,Active,SMJ,Sub-Major,24,0,0,0,DP,Professional Practice and Leadership,SMJ10105,Systems Management,24cp Systems Management sub-ma,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10106,1,24cp Managing Enterprises sub-major,Active,SMJ,Sub-Major,24,0,0,0,DP,Professional Practice and Leadership,SMJ10106,Managing Enterprises,24cp Managing Enterprises sub-,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10107,1,24cp Interaction Design sub-major,Active,SMJ,Sub-Major,24,0,0,0,DS,Computer Science,SMJ10107,Interaction Design,24cp Interaction Design sub-ma,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10108,1,24cp Data Analytics sub-major,Active,SMJ,Sub-Major,24,0,0,0,DS,Computer Science,SMJ10108,Data Analytics,24cp Data Analytics sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10109,1,24cp Business Information Systems sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10109,Business Information Systems,24cp Business Information Syst,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10110,1,24cp Internetworking sub-major,Active,SMJ,Sub-Major,24,0,0,0,DC,Electrical and Data Engineering,SMJ10110,Internetworking,24cp Internetworking sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10111,1,24cp Software Development sub-major,Active,SMJ,Sub-Major,24,0,0,0,DS,Computer Science,SMJ10111,Software Development,24cp Software Development sub-,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10112,1,24cp Cyber Security sub-major,Active,SMJ,Sub-Major,24,0,0,0,DS,Computer Science,SMJ10112,Cyber Security,24cp Cyber Security sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10113,1,24cp Industry 4.0 sub-major,Active,SMJ,Sub-Major,24,0,0,0,DM,Mechanical and Mechatronic Engineering,SMJ10113,Industry 4.0,24cp Industry 4.0 sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10115,1,24cp Fostering Learning Practices sub-major,Active,SMJ,Sub-Major,24,0,0,0,GL,Applied Language and Literacy Studies,SMJ10115,Fostering Learning Practices,24cp Fostering Learning Practi,,,NA,0,Not Applicable,Submajor,,,,,,10040,AC,SM,,,,$NAP
SMJ10116,1,24cp Leading Learning and Innovation sub-major,Active,SMJ,Sub-Major,24,0,0,0,GL,Applied Language and Literacy Studies,SMJ10116,Leading Learning and Innovation,24cp Leading Learning and Inno,,,NA,0,Not Applicable,Submajor,,,,,,10040,AC,SM,,,,$NAP
SMJ10118,1,24cp Business Administration sub-major,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10118,Business Administration,24cp Business Administration s,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10121,1,24cp Media Practice and Industry sub-major,Active,SMJ,Sub-Major,24,0,0,0,GM,MAP and Sound and Music Design,SMJ10121,Media Practice and Industry,24cp Media Practice and Indust,,,NA,0,Not Applicable,Submajor,,,,,,10030,AC,SM,,,,$NAP
SMJ10122,1,24cp Creative Intelligence sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,TD School,SMJ10122,Creative Intelligence,24cp Creative Intelligence sub,,,NA,0,Not Applicable,Submajor,,,,,,10035,AC,SM,,,,$NAP
SMJ10122,1,24cp Creative Intelligence sub-major,Active,SMJ,Sub-Major,24,0,0,0,C,Transdisciplinary Innovation,SMJ10122,Creative Intelligence,24cp Creative Intelligence sub,,,NA,0,Not Applicable,Submajor,,,,,,10035,AC,SM,,,,$NAP
SMJ10123,2,Scientific Design Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10123,Scientific Design,Scientific Design,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10124,1,24cp Electrical Energy Systems (ME Ext),Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10124,Electrical Energy Systems (ME Ext),Elec Energy Systems (ME Ext),,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10125,1,Creative Writing sub-major,Active,SMJ,Sub-Major,24,0,0,0,G,Arts and Social Sciences,SMJ10125,Creative Writing,Creative Writing,,,NA,0,Not Applicable,Submajor,,,,,,10030,AC,SM,,,,$NAP
SMJ10126,1,Professional Writing sub-major,Active,SMJ,Sub-Major,24,0,0,0,G,Arts and Social Sciences,SMJ10126,Professional Writing,Professional Writing,,,NA,0,Not Applicable,Submajor,,,,,,10030,AC,SM,,,,$NAP
SMJ10127,1,Leadership and Management Sub-major,Active,SMJ,Sub-Major,18,0,0,0,J,Health,SMJ10127,Leadership and Management,Leadership and Management,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10128,1,Digital Health Sub-major,Active,SMJ,Sub-Major,36,0,0,0,J,Health,SMJ10128,Digital Health Sub-major,Digital Health Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10129,1,Leadership Sub-major,Active,SMJ,Sub-Major,36,0,0,0,J,Health,SMJ10129,Leadership Sub-major,Leadership Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10130,1,Planning Sub-major,Active,SMJ,Sub-Major,36,0,0,0,J,Health,SMJ10130,Planning Sub-major,Planning Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10131,1,24cp Computer Science sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10131,Computer Science,Computer Science,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10132,1,24cp Paediatric Nursing Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10132,Paediatric Nursing,Paediatric Nursing,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10133,1,24cp Chronic and Complex Care Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10133,Chronic and Complex Care,Chronic and Complex Care,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10134,1,24cp Mental Health Nursing Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10134,Mental Health Nursing,Mental Health Nursing,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10135,1,24cp Palliative Care Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10135,Palliative Care,Palliative Care,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10136,1,24cp Child and Family Health Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10136,Child and Family Health,Child and Family Health,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10137,1,24cp Safety and Quality Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10137,Safety and Quality,Safety and Quality,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10138,1,24cp Diabetes Education and Management Sub-major,Active,SMJ,Sub-Major,24,0,0,0,J,Health,SMJ10138,Diabetes Education and Management,Diabetes Education and Managem,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10139,1,24cp Property Technology Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10139,Property Technology,Property Technology,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10140,1,24cp Valuation Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10140,Valuation,Valuation,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10141,2,24cp Local Government Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10141,Local Government,Local Government,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10142,1,24cp Project Management Principles Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10142,Project Management Principles,Project Management Principles,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10143,1,24cp Strategic Communication Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10143,Strategic Communication,Strategic Communication,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10144,1,24cp Behavioural Economics Sub-major,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10144,Behavioural Economics,Behavioural Economics,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10145,1,24cp Evidence and Evaluation Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10145,Evidence and Evaluation,Evidence and Evaluation,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10146,1,24cp Public Policy and Program Design Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10146,Public Policy and Program Design,Public Policy and Program Desi,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10147,1,24cp Public Leadership Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10147,Public Leadership,Public Leadership,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10148,1,24cp Architecture Design Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10148,Architecture Design,Architecture Design,,,NA,0,Not Applicable,Submajor,,,,,,10020,AC,SM,,,,$NAP
SMJ10148,1,24cp Architecture Design Sub-major,Active,SMJ,Sub-Major,24,0,0,0,A,"Design, Architecture and Building",SMJ10148,Architecture Design,Architecture Design,,,NA,0,Not Applicable,Submajor,,,,,,21070,AC,SM,,,,$NAP
SMJ10149,1,72cp Leadership Sub-major,Active,SMJ,Sub-Major,72,0,0,0,J,Health,SMJ10149,Leadership sub-major,Leadership sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10090,AC,SM,,,,$NAP
SMJ10151,1,24cp Learning Design Sub-major,Active,SMJ,Sub-Major,24,0,0,0,G,Arts and Social Sciences,SMJ10151,Learning Design sub-major,Learning Design sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10040,AC,SM,,,,$NAP
SMJ10152,1,"24cp Management, Enterprise and Technology Sub-major",Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10152,"Management, Enterprise and Technology sub-major","Management, Enterprise and Tec",,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10153,1,24cp Artificial Intelligence Sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10153,Artificial Intelligence sub-major,Artificial Intelligence sub-ma,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10154,1,24cp Cybersecurity Sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10154,Cybersecurity sub-major,Cybersecurity sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10155,1,24cp Enterprise Technology Sub-major,Active,SMJ,Sub-Major,24,0,0,0,DL,"Information, Systems and Modelling",SMJ10155,Enterprise Technology sub-major,Enterprise Technology sub-majo,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10156,1,24cp Innovation and Entrepreneurship Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10156,Innovation and Entrepreneurship,Innovation and Entrepreneurshi,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10157,1,24cp Information Security Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10157,Information Security,Information Security,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10158,1,24cp Chemical Process Engineering Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10158,Chemical Process Engineering sub-major,Chemical Process Engineering s,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10159,2,24cp Business Analytics,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10159,Business Analytics,Business Analytics,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10160,1,12cp Valuation Sub-major,Active,SMJ,Sub-Major,12,0,0,0,G,Arts and Social Sciences,SMJ10160,Valuation sub-major,Valuation sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10050,AC,SM,,,,$NAP
SMJ10160,1,12cp Valuation Sub-major,Active,SMJ,Sub-Major,12,0,0,0,G,Arts and Social Sciences,SMJ10160,Valuation sub-major,Valuation sub-major,,,NA,0,Not Applicable,Submajor,,,,,,21020,AC,SM,,,,$NAP
SMJ10161,1,24cp Professional Accounting Extension,Active,SMJ,Sub-Major,24,0,0,0,B,Business,SMJ10161,Professional Accounting Extension,Professional Accounting Extens,,,NA,0,Not Applicable,Submajor,,,,,,10010,AC,SM,,,,$NAP
SMJ10162,1,24cp Construction Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10162,Construction Sub-major,Construction Sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10163,1,24cp Structures Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10163,Structures Sub-major,Structures Sub-major,40105,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10164,1,24cp Interaction Design (Games Development),Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10164,Interaction Design (Games Development),Interaction Design (Games Deve,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10165,1,24cp Applied and Industrial Optimisation Sub-major BCS Hons,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10165,Applied and Industrial Optimisation sub-major BCS Hons,Applied and Industrial Optimis,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10166,1,24cp Statistical Analysis Sub-major BCS Hons,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10166,Statistical Analysis sub-major BCS Hons,Statistical Analysis sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10167,1,24cp Mathematical Analysis Extension Sub-major BSC Hons,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10167,Mathematical Analysis Extension sub-major BSC Hons,Mathematical Analysis Extensio,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10168,1,24cp Networking Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10168,Networking sub-major,Networking sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10169,1,24cp Computer Vision Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10169,Computer Vision sub-major,Computer Vision sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10170,1,24cp Natural Language Processing Sub-major,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10170,Natural Language Processing sub-major,Natural Language Processing su,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10171,1,Renewable Energy Engineering,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10171,Renewable Energy Engineering,Renewable Energy Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10172,1,Electrical Engineering,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10172,Electrical Engineering,Electrical Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10174,1,Geotechnical Engineering,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10174,Geotechnical Engineering,Geotechnical Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10175,1,Transport Engineering,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10175,Transport Engineering,Transport Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10176,1,Water Resources Engineering,Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10176,Water Resources Engineering,Water Resources Engineering,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10177,1,Civil Engineering (Flexible engineering),Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10177,Civil Engineering (Flexible engineering),Civil Engineering (Flexible en,,,NA,0,Not Applicable,Submajor,,,,,,10060,AC,SM,,,,$NAP
SMJ10178,1,24cp Audio Design (Games Development),Active,SMJ,Sub-Major,24,0,0,0,D,Engineering and Information Technology,SMJ10178,Audio Design (Games Development),Audio Design (Games Developmen,,,NA,0,Not Applicable,Submajor,,,,,,10070,AC,SM,,,,$NAP
SMJ10179,1,24cp Biotechnology Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10179,Biotechnology sub-major,Biotechnology sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
SMJ10180,1,24cp Chemistry Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10180,Chemistry sub-major,Chemistry sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
SMJ10181,1,24cp Environmental Science Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10181,Environmental Science sub-major,Environmental Science submajor,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
SMJ10182,1,24cp Mathematics Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10182,Mathematics sub-major,Mathematics sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
SMJ10183,1,24cp Mathematics (Extension) Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10183,Mathematics (Extension) sub-major,Mathematics (Ext) sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
SMJ10184,1,24cp Medical Science Sub-major,Active,SMJ,Sub-Major,24,0,0,0,N,Science,SMJ10184,Medical Science sub-major,Medical Science sub-major,,,NA,0,Not Applicable,Submajor,,,,,,10100,AC,SM,,,,$NAP
