StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
21638,3,Event Creation Lab,Active,SJ,Subject,6,0,0,0,BB,Management,21638,Event Creation Lab,Event Creation Lab,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21639,2,Event Impacts and Legacies,Active,SJ,Subject,6,0,0,0,BB,Management,21639,Event Impacts and Legacies,Event Impacts and Legacies,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21640,2,Event Management,Active,SJ,Subject,6,0,0,0,BB,Management,21640,Event Management,Event Management,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21643,2,Innovation Lab,Active,SJ,Subject,6,0,0,0,BB,Management,21643,Innovation Lab,Innovation Lab,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21644,2,Law and Ethics for Managers,Active,SJ,Subject,6,0,0,0,BB,Management,21644,Law and Ethics for Managers,Law and Ethics for Managers,90999,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,1,10010,"Law, n.e.c.",Business,,,,,
21646,2,Managing Professional Sport,Active,SJ,Subject,6,0,0,0,BB,Management,21646,Managing Professional Sport,Managing Professional Sport,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21649,2,Olympic Games and Sport Mega-Events,Active,SJ,Subject,6,0,0,0,BB,Management,21649,Olympic Games and Sport Mega-Events,Olympic Games and Sport Mega-E,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21650,3,Event Promotion and Sponsorship,Active,SJ,Subject,6,0,0,0,BB,Management,21650,Event Promotion and Sponsorship,Event Promotion and Sponsorshi,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21653,3,"Servicescape and Venue: design, operations and management",Active,SJ,Subject,6,0,0,0,BB,Management,21653,"Servicescape and Venue: design, operations and management",Servicescape and Venue: design,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21654,2,Socio-political Context of Management,Active,SJ,Subject,6,0,0,0,BB,Management,21654,Socio-political Context of Management,Socio-political Context of Man,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21655,2,Sport and Society,Active,SJ,Subject,6,0,0,0,BB,Management,21655,Sport and Society,Sport and Society,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21656,2,Sport Marketing and Media,Active,SJ,Subject,6,0,0,0,BB,Management,21656,Sport Marketing and Media,Sport Marketing and Media,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21657,3,International Sport Management,Active,SJ,Subject,6,0,0,0,BB,Management,21657,International Sport Management,International Sport Management,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21658,3,Australian Sport System,Active,SJ,Subject,6,0,0,0,BB,Management,21658,Australian Sport System,Australian Sport System,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21662,2,Creative Industries in the Collaborative Economy,Active,SJ,Subject,6,0,0,0,BB,Management,21662,Creative Industries in the Collaborative Economy,Creative Industries in the Col,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21663,3,Digital Strategy and Governance,Active,SJ,Subject,6,0,0,0,BB,Management,21663,Digital Strategy and Governance,Digital Strategy and Governanc,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21664,2,Managing Risk and Opportunity,Active,SJ,Subject,6,0,0,0,BB,Management,21664,Managing Risk and Opportunity,Managing Risk and Opportunity,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21665,1,Managing Legal Issues,Active,SJ,Subject,6,0,0,0,BB,Management,21665,Managing Legal Issues,Managing Legal Issues,90999,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,1,10010,"Law, n.e.c.",Business,,,,,
21698,1,Managing for Social Impact (Capstone),Active,SJ,Subject,6,0,0,0,BB,Management,21698,Managing for Social Impact (Capstone),Managing for Social Impact (Ca,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21699,1,Diversity Management,Active,SJ,Subject,6,0,0,0,BB,Management,21699,Diversity Management,Diversity Management,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21702,5,ICT in School Education: Current Issues and Applications,Active,SJ,Subject,6,0,0,0,GE,Initial Teacher Education,21702,ICT in School Education: Current Issues and Applications,ICT in School Education Curre,20100,,NA,0,Coursework,Subject,,GN,P,UDFP Funding Cluster,6,10040,Computer Science,Education,,,,,
21702,3,Industrial Relations,Active,SJ,Subject,6,0,0,0,BB,Management,21702,Industrial Relations,Industrial Relations,80309,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Industrial Relations,Business,,,,,
21715,4,Strategic Management,Active,SJ,Subject,6,0,0,0,BB,Management,21715,Strategic Management,Strategic Management,80301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business Management,Business,,,,,
21717,6,Managing in a Multicultural World,Active,SJ,Subject,6,0,0,0,BB,Management,21717,Managing in a Multicultural World,Managing in a Multicultural Wo,80311,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,International Business,Business,,,,,
21720,5,Human Resource Management,Active,SJ,Subject,6,0,0,0,BB,Management,21720,Human Resource Management,Human Resource Management,80309,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,Industrial Relations,Business,,,,,
21741,7,Operations and Quality Management,Active,SJ,Subject,6,0,0,0,BB,Management,21741,Operations and Quality Management,Operations and Quality Managem,80301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business Management,Business,,,,,
21745,4,Services and Network Productivity with Data Analytics,Active,SJ,Subject,6,0,0,0,BB,Management,21745,Services and Network Productivity with Data Analytics,Services and Network Productiv,80317,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Quality Management,Business,,,,,
21778,7,"Fundraising and Revenue Streams for Sports, Events and Not-for-Profits",Active,SJ,Subject,6,0,0,0,BB,Management,21778,"Fundraising and Revenue Streams for Sports, Events and Not-for-Profits",Fundraising and Revenue Stream,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21797,5,Strategic Supply Chain Management,Active,SJ,Subject,6,0,0,0,BB,Management,21797,Strategic Supply Chain Management,Strategic Supply Chain Mgt,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21811,4,Global Strategic Management,Active,SJ,Subject,6,0,0,0,BB,Management,21811,Global Strategic Management,Global Strategic Management,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21832,4,Organisational Sustainability: Analysis and Practice,Active,SJ,Subject,6,0,0,0,BB,Management,21832,Organisational Sustainability: Analysis and Practice,Organisational Sustainability:,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21854,6,Creative Problem Solving,Active,SJ,Subject,6,0,0,0,BB,Management,21854,Creative Problem Solving,Creative Problem Solving,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21856,4,Career and Portfolio Planning,Active,SJ,Subject,6,0,0,0,BB,Management,21856,Career and Portfolio Planning,Career and Portfolio Planning,80301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business Management,Business,,,,,
21877,3,Strategic and Sustainable Procurement Management,Active,SJ,Subject,6,0,0,0,BB,Management,21877,Strategic and Sustainable Procurement Management,Strategic and Sustainable Proc,89901,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Purchasing, Warehousing and Distribution",Business,,,,,
21879,4,Measuring Social Impact,Active,SJ,Subject,6,0,0,0,BB,Management,21879,Measuring Social Impact,Measuring Social Impact,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21880,1,Leading People and Change,Active,SJ,Subject,6,0,0,0,BB,Management,21880,Leading People and Change,Leading People and Change,80301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,Business Management,Business,,,,,
21881,1,Advocacy and Social Change,Active,SJ,Subject,6,0,0,0,BB,Management,21881,Advocacy and Social Change,Advocacy and Social Change,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21882,1,"Legal Issues for Sports, Events and Not-for-Profits",Active,SJ,Subject,6,0,0,0,BB,Management,21882,"Legal Issues for Sports, Events and Not-for-Profits","Legal Issues for Sports, Event",80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21889,2,Future of Work,Active,SJ,Subject,6,0,0,0,BB,Management,21889,Future of Work,Future of Work,80303,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Human Resource Management,Business,,,,,
21890,1,Industry Research Project,Active,SJ,Subject,12,0,0,0,BB,Management,21890,Industry Research Project,Industry Research Project,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21894,1,How to Measure and Manage Your Organisation's Capabilities During Turbulent Times,Active,SJ,Subject,3,0,0,0,BB,Management,21894,How to Measure and Manage Your Organisation's Capabilities During Turbulent Time,How to Measure and Manage Your,80307,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,Organisation Management,Business,,,,,
21895,1,Business and Social Impact,Active,SJ,Subject,6,0,0,0,BB,Management,21895,Business and Social Impact,Business and Social Impact,80300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business and Management,Business,,,,,
21896,1,Diversity and Inclusion,Active,SJ,Subject,6,0,0,0,BB,Management,21896,Diversity and Inclusion,Diversity and Inclusion,80300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business and Management,Business,,,,,
21908,6,Research Design and Organisation,Active,SJ,Subject,6,0,0,0,BB,Management,21908,Research Design and Organisation,Research Design and Organisati,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21918,2,Sport Business,Active,SJ,Subject,6,0,0,0,BB,Management,21918,Sport Business,Sport Business,92101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,5,10010,Sport and Recreation Activities,Business,,,,,
21920,3,Sport Governance and Integrity,Active,SJ,Subject,6,0,0,0,BB,Management,21920,Sport Governance and Integrity,Sport Governance and Integrity,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21922,2,Master's Thesis,Active,SJ,Subject,16,0,0,0,B,Business,21922,Master's Thesis,Master's Thesis,80300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business and Management,Business,,,,,
21923,2,Sport Business,Active,SJ,Subject,8,0,0,0,BB,Management,21923,Sport Business,Sport Business,92101,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,5,10010,Sport and Recreation Activities,Business,,,,,
21924,2,Start-up Bootcamp,Active,SJ,Subject,8,0,0,0,B,Business,21924,Start-up Bootcamp,Start-up Bootcamp,80301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,Business Management,Business,,,,,
21926,3,Managing Change,Active,SJ,Subject,6,0,0,0,BB,Management,21926,Managing Change,Managing Change,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21928,4,Managing Staff and Volunteers,Active,SJ,Subject,6,0,0,0,BB,Management,21928,Managing Staff and Volunteers,Managing Staff and Volunteers,80303,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,Human Resource Management,Business,,,,,
21930,3,Principles of Event Marketing,Active,SJ,Subject,6,0,0,0,BB,Management,21930,Principles of Event Marketing,Principles of Event Marketing,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21932,2,Start-up Lab 1,Active,SJ,Subject,10,0,0,0,B,Business,21932,Start-up Lab 1,Start-up Lab 1,80399,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21933,1,Start-up Lab 2,Active,SJ,Subject,14,0,0,0,B,Business,21933,Start-up Lab 2,Start-up Lab 2,80399,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21935,2,"Sport, Events and Globalisation",Active,SJ,Subject,6,0,0,0,BB,Management,21935,"Sport, Events and Globalisation","Sport, Events and Globalisatio",80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21936,1,Event Management,Active,SJ,Subject,6,0,0,0,BB,Management,21936,Event Management,Event Management,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21937,3,"Managing, Leading and Stewardship",Active,SJ,Subject,6,0,0,0,BB,Management,21937,"Managing, Leading and Stewardship",Managing Leading and Stewards,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21939,1,Event Creation Workshop,Active,SJ,Subject,6,0,0,0,BB,Management,21939,Event Creation Workshop,Event Creation Workshop,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21946,2,Supply Chain Management Analytics,Active,SJ,Subject,6,0,0,0,BB,Management,21946,Supply Chain Management Analytics,Supply Chain Management Analyt,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21947,2,Supply Chain Risk Management,Active,SJ,Subject,6,0,0,0,BB,Management,21947,Supply Chain Risk Management,Supply Chain Risk Management,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21948,2,Advanced Quality Management,Active,SJ,Subject,6,0,0,0,BB,Management,21948,Advanced Quality Management,Advanced Quality Management,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21952,2,Sport for Social Impact,Active,SJ,Subject,6,0,0,0,BB,Management,21952,Sport for Social Impact,Sport for Social Impact,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21953,4,Decision Making Uncertainty,Active,SJ,Subject,3,0,0,0,B,Business,21953,Decision Making Uncertainty,Decision Making Uncertainty,80399,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21954,3,Sustainable Enterprise in Dynamic Systems,Active,SJ,Subject,3,0,0,0,B,Business,21954,Sustainable Enterprise in Dynamic Systems,Sustainable Enterprise in Dyna,80399,,NA,0,Coursework,Subject,,Q2,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21958,3,Leading Technological Disruption,Active,SJ,Subject,3,0,0,0,B,Business,21958,Leading Technological Disruption,Leading Technological Disrupti,80399,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21959,2,Events for Impact and Legacy,Active,SJ,Subject,6,0,0,0,BB,Management,21959,Events for Impact and Legacy,Events for Impact and Legacy,80399,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21963,1,Supply Chain Technology Management,Active,SJ,Subject,6,0,0,0,BB,Management,21963,Supply Chain Technology Management,Supply Chain Technology Manage,80399,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10010,"Business and Management, n.e.c.",Business,,,,,
21982,3,PhD Thesis: Management,Active,TT,Thesis Time Based,0,0,0,0,BB,Management,21982,PhD Thesis: Management,PhD Thesis: Management,80399,,NA,0,Higher Degree Research,Subject,,Q3,P,,,10010,"Business and Management, n.e.c.",Business,,,,,
