StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code,,,,,,,,,,,
C04403,1,Master of Creative Intelligence and Strategic Innovation,Active,MC,Master's Coursework,72,0,0,0,C,Transdisciplinary Innovation,C04403,Master of Creative Intelligence and Strategic Innovation,M Creat Intell and Strat Inn,80399,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,72,21/03/2019,6/06/2023,6/06/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04404,1,Master of Professional Practice,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04404,Master of Professional Practice,Master of Professional Practic,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,25/03/2019,30/07/2021,30/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04404,1,Master of Professional Practice,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04404,Master of Professional Practice,Master of Professional Practic,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,25/03/2019,30/07/2021,30/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04406,1,Master of Technology,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04406,Master of Technology,Master of Technology,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,12/06/2019,30/07/2021,30/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04406,1,Master of Technology,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04406,Master of Technology,Master of Technology,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,12/06/2019,30/07/2021,30/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04408,1,Master of Advanced Nursing,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04408,Master of Advanced Nursing,Master of Advanced Nursing,60300,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10090,No,No,,0,48,36,18/10/2019,18/05/2023,18/05/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04408,1,Master of Advanced Nursing,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04408,Master of Advanced Nursing,Master of Advanced Nursing,60300,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,18/10/2019,18/05/2023,18/05/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04409,1,Master of Health Services Management,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04409,Master of Health Services Management,Master of Health Services Mgt,80313,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10090,No,No,,0,48,36,24/10/2019,24/05/2022,24/05/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04409,1,Master of Health Services Management,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04409,Master of Health Services Management,Master of Health Services Mgt,80313,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,24/10/2019,24/05/2022,24/05/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04410,1,Master of Strategic Communication (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04410,Master of Strategic Communication (Extension),M Strategic Comm (Ext),80509,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10030,No,No,,0,48,48,6/01/2020,25/08/2020,25/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04410,1,Master of Strategic Communication (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04410,Master of Strategic Communication (Extension),M Strategic Comm (Ext),80509,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,6/01/2020,25/08/2020,25/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04411,2,Master of Media Practice and Industry (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04411,Master of Media Practice and Industry (Extension),M Media Prac Industry (Ext),100701,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10030,No,No,,0,48,48,11/03/2021,29/05/2023,29/05/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04411,2,Master of Media Practice and Industry (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04411,Master of Media Practice and Industry (Extension),M Media Prac Industry (Ext),100701,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,11/03/2021,29/05/2023,29/05/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04412,2,Master of Business Analytics,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04412,Master of Business Analytics,Master of Business Analytics,80399,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,36,2/07/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04412,2,Master of Business Analytics,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04412,Master of Business Analytics,Master of Business Analytics,80399,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,2/07/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04413,2,Master of Digital Marketing,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04413,Master of Digital Marketing,Master of Digital Marketing,80505,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,36,2/07/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04413,2,Master of Digital Marketing,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04413,Master of Digital Marketing,Master of Digital Marketing,80505,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,2/07/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04417,1,Master of Mathematics for Secondary Education,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04417,Master of Mathematics for Secondary Education,MMathSecEd,10101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,48,17/03/2020,5/02/2021,5/02/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04417,1,Master of Mathematics for Secondary Education,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04417,Master of Mathematics for Secondary Education,MMathSecEd,10101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,21040,No,No,,0,48,48,17/03/2020,5/02/2021,5/02/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04417,1,Master of Mathematics for Secondary Education,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04417,Master of Mathematics for Secondary Education,MMathSecEd,10101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,17/03/2020,5/02/2021,5/02/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04418,2,Master of Data Science in Quantitative Finance,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04418,Master of Data Science in Quantitative Finance,M Data Sc in Quant Fin,10100,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,48,26/11/2021,30/11/2021,30/11/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04418,2,Master of Data Science in Quantitative Finance,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04418,Master of Data Science in Quantitative Finance,M Data Sc in Quant Fin,10100,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,26/11/2021,30/11/2021,30/11/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04419,2,Master of Mathematics and Quantitative Finance,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04419,Master of Mathematics and Quantitative Finance,M Math and Quant Fin,10100,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,48,26/11/2021,30/11/2021,30/11/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04419,2,Master of Mathematics and Quantitative Finance,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04419,Master of Mathematics and Quantitative Finance,M Math and Quant Fin,10100,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,26/11/2021,30/11/2021,30/11/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04420,1,Master of TESOL and Applied Linguistics (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04420,Master of TESOL and Applied Linguistics (Extension),M TESOL AppLing(Ext),70115,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10040,No,No,,0,48,48,3/06/2020,15/07/2021,15/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04420,1,Master of TESOL and Applied Linguistics (Extension),Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04420,Master of TESOL and Applied Linguistics (Extension),M TESOL AppLing(Ext),70115,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,3/06/2020,15/07/2021,15/07/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04423,1,Master of Animation and Visualisation,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04423,Master of Animation and Visualisation,M Animation and Visualisation,100799,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,72,6/07/2020,13/10/2020,13/10/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04423,1,Master of Animation and Visualisation,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04423,Master of Animation and Visualisation,M Animation and Visualisation,100799,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,72,6/07/2020,13/10/2020,13/10/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04425,1,Master of Public Health,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04425,Master of Public Health,Master of Public Health,61300,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10090,No,No,,0,48,36,15/07/2020,24/05/2022,24/05/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04425,1,Master of Public Health,Active,MC,Master's Coursework,72,0,0,0,J,Health,C04425,Master of Public Health,Master of Public Health,61300,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,15/07/2020,24/05/2022,24/05/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04426,2,Master of Finance,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04426,Master of Finance,Master of Finance,81101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,48,2/07/2021,24/08/2021,24/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04426,2,Master of Finance,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04426,Master of Finance,Master of Finance,81101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,2/07/2021,24/08/2021,24/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04427,1,Master of Education (Learning and Leadership),Active,MC,Master's Coursework,72,0,0,0,G,Arts and Social Sciences,C04427,Master of Education (Learning and Leadership),MEd Learning and Leadership,70100,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10040,No,No,,0,48,36,1/09/2020,5/04/2022,5/04/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04427,1,Master of Education (Learning and Leadership),Active,MC,Master's Coursework,72,0,0,0,G,Arts and Social Sciences,C04427,Master of Education (Learning and Leadership),MEd Learning and Leadership,70100,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,1/09/2020,5/04/2022,5/04/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04428,1,Master of Design (Extension),Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04428,Master of Design (Extension),Master of Design (Extension),100500,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,48,22/09/2020,2/03/2021,2/03/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04428,1,Master of Design (Extension),Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04428,Master of Design (Extension),Master of Design (Extension),100500,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,22/09/2020,2/03/2021,2/03/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04429,1,Master of Design,Active,MC,Master's Coursework,72,0,0,0,A,"Design, Architecture and Building",C04429,Master of Design,Master of Design,100500,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,48,22/09/2020,24/03/2021,24/03/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04429,1,Master of Design,Active,MC,Master's Coursework,72,0,0,0,A,"Design, Architecture and Building",C04429,Master of Design,Master of Design,100500,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,22/09/2020,24/03/2021,24/03/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04430,1,Master of Cybersecurity,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04430,Master of Cybersecurity,Master of Cybersecurity,29901,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,28/09/2020,9/12/2021,9/12/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04430,1,Master of Cybersecurity,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04430,Master of Cybersecurity,Master of Cybersecurity,29901,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,28/09/2020,9/12/2021,9/12/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04431,1,Master of Cybersecurity (Extension),Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04431,Master of Cybersecurity (Extension),Master of Cybersecurity (Ext),29901,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,28/09/2020,9/12/2021,9/12/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04431,1,Master of Cybersecurity (Extension),Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04431,Master of Cybersecurity (Extension),Master of Cybersecurity (Ext),29901,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,28/09/2020,9/12/2021,9/12/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04432,1,Master of International Commercial and Business Law,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04432,Master of International Commercial and Business Law,M Int Commcl and Bus Law,90901,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,10080,No,No,,0,48,48,13/10/2020,14/03/2023,14/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04432,1,Master of International Commercial and Business Law,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04432,Master of International Commercial and Business Law,M Int Commcl and Bus Law,90901,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,13/10/2020,14/03/2023,14/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04433,1,Master of International Commercial and Business Law Master of Business Administration,Active,MCC,Master's Combined Coursework,96,0,0,0,L,Law,C04433,Master of International Commercial & Business Law Master Bus. Admin.,M Int Commcl and Bus Law MBA,90901,Masters,Master's,2,Higher Degree Coursework,Course,80300,,,,,10080,Yes,No,,0,48,48,13/10/2020,14/03/2023,14/03/2023,AC,CR,Y,N,MASTERS,MAST,,$HDC
C04433,1,Master of International Commercial and Business Law Master of Business Administration,Active,MCC,Master's Combined Coursework,96,0,0,0,L,Law,C04433,Master of International Commercial & Business Law Master Bus. Admin.,M Int Commcl and Bus Law MBA,90901,Masters,Master's,2,Higher Degree Coursework,Course,80300,,,,,21010,Yes,No,,0,48,48,13/10/2020,14/03/2023,14/03/2023,AC,CR,Y,N,MASTERS,MAST,,$HDC
C04433,1,Master of International Commercial and Business Law Master of Business Administration,Active,MCC,Master's Combined Coursework,96,0,0,0,L,Law,C04433,Master of International Commercial & Business Law Master Bus. Admin.,M Int Commcl and Bus Law MBA,90901,Masters,Master's,2,Higher Degree Coursework,Course,80300,,,,,ATT02,Yes,No,,0,48,48,13/10/2020,14/03/2023,14/03/2023,AC,CR,Y,N,MASTERS,MAST,,$HDC
C04434,2,Master of Technology Management,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04434,Master of Technology Management,Master of Technology Managemen,29900,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,36,8/12/2022,5/01/2023,5/01/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04434,2,Master of Technology Management,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04434,Master of Technology Management,Master of Technology Managemen,29900,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,8/12/2022,5/01/2023,5/01/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04438,2,Master of Finance Master of Financial Planning,Active,MCC,Master's Combined Coursework,96,0,0,0,B,Business,C04438,Master of Finance Master of Financial Planning,MFin MFinPlan,81101,Masters,Master's,2,Higher Degree Coursework,Course,81199,,,,,10010,Yes,No,,0,48,54,29/07/2021,24/08/2021,24/08/2021,AC,CR,Y,N,MASTERS,MAST,,$HDC
C04438,2,Master of Finance Master of Financial Planning,Active,MCC,Master's Combined Coursework,96,0,0,0,B,Business,C04438,Master of Finance Master of Financial Planning,MFin MFinPlan,81101,Masters,Master's,2,Higher Degree Coursework,Course,81199,,,,,ATT02,Yes,No,,0,48,54,29/07/2021,24/08/2021,24/08/2021,AC,CR,Y,N,MASTERS,MAST,,$HDC
C04439,1,Master of Urban Design,Active,MC,Master's Coursework,90,0,0,0,A,"Design, Architecture and Building",C04439,Master of Urban Design,Master of Urban Design,40103,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,36,23/02/2021,1/06/2021,1/06/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04439,1,Master of Urban Design,Active,MC,Master's Coursework,90,0,0,0,A,"Design, Architecture and Building",C04439,Master of Urban Design,Master of Urban Design,40103,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,23/02/2021,1/06/2021,1/06/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04440,2,Master of Behavioural Economics,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04440,Master of Behavioural Economics,M Behavioural Economics,91901,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,48,3/08/2021,24/08/2021,24/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04440,2,Master of Behavioural Economics,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04440,Master of Behavioural Economics,M Behavioural Economics,91901,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,3/08/2021,24/08/2021,24/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04441,1,Master of Urban Planning,Active,MC,Master's Coursework,90,0,0,0,A,"Design, Architecture and Building",C04441,Master of Urban Planning,Master of Urban Planning,40103,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,36,23/02/2021,1/06/2021,1/06/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04441,1,Master of Urban Planning,Active,MC,Master's Coursework,90,0,0,0,A,"Design, Architecture and Building",C04441,Master of Urban Planning,Master of Urban Planning,40103,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,23/02/2021,1/06/2021,1/06/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04443,1,Master of Artificial Intelligence,Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04443,Master of Artificial Intelligence,M Artificial Intelligence,20119,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,18/10/2021,12/04/2022,12/04/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04443,1,Master of Artificial Intelligence,Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04443,Master of Artificial Intelligence,M Artificial Intelligence,20119,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,18/10/2021,12/04/2022,12/04/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04444,1,Master of Business Administration,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04444,Master of Business Administration,Master of Business Administrat,80300,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,36,2/12/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04444,1,Master of Business Administration,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04444,Master of Business Administration,Master of Business Administrat,80300,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,2/12/2021,26/07/2022,26/07/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04445,1,Master of Property Development,Active,MC,Master's Coursework,72,0,0,0,A,"Design, Architecture and Building",C04445,Master of Property Development,MPropDev,80503,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,36,23/06/2022,19/10/2022,19/10/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04445,1,Master of Property Development,Active,MC,Master's Coursework,72,0,0,0,A,"Design, Architecture and Building",C04445,Master of Property Development,MPropDev,80503,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT01,No,No,,0,48,36,23/06/2022,19/10/2022,19/10/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
